0.013,0.104,0.036,0.447,0.142,0.25
0.232,0.335,0.062,1.969,0.281,0.6666666666666666
0.311,0.367,0.074,1.935,0.366,0.08333333333333333
0.194,0.263,0.062,1.017,0.228,0.3333333333333333
0.121,0.413,0.057,3.647,0.466,1
-0.117,-0.799,0.01,0.179,0.082,0.3333333333333333
0.08699999999999999,0.158,0.049,0.8159999999999999,0.324,0.1666666666666667
0.005,0.181,0.034,2.597,0.388,0.5833333333333334
0.47,0.752,0.07000000000000001,11.596,1.12,0.6666666666666666
0.11,0.337,0.045,3.835,0.8120000000000001,0.3333333333333333
-0.108,-0.615,0.017,0.145,0.104,0.9166666666666666
0.008,0.121,0.03,2.109,0.446,0.75
0.031,0.045,0.039,0.8159999999999999,0.301,0.5
-0.015,0.178,0.021,3.087,0.6850000000000001,0.75
-0.097,-0.004,0.024,0.673,0.178,0.08333333333333333
0.511,0.869,0.106,8.538,0.732,0.1666666666666667
0.237,0.198,0.07199999999999999,0.876,0.205,0.6666666666666666
0.223,0.253,0.063,0.925,0.246,0.5833333333333334
0.302,0.536,0.061,1.586,0.303,0.1666666666666667
0.262,0.429,0.064,2.355,0.292,0.4166666666666667
0.251,0.283,0.063,0.9399999999999999,0.28,0.4166666666666667
0.048,0.247,0.042,2.941,0.493,0.6666666666666666
0.101,0.173,0.05,0.6860000000000001,0.171,0.75
0.265,0.269,0.078,0.795,0.277,0.8333333333333334
0.162,0.407,0.067,2.274,0.41,0.25
0.198,0.239,0.062,0.714,0.132,0.08333333333333333
0.131,0.139,0.05,0.346,0.098,0.5833333333333334
0.286,0.219,0.075,0.442,0.135,0.3333333333333333
0.134,0.158,0.053,0.743,0.174,0.4166666666666667
0.279,0.45,0.068,2.744,0.401,0.5
0.202,0.46,0.064,3.685,0.6820000000000001,0.3333333333333333
-0.032,0.08400000000000001,0.021,0.948,0.269,0.5833333333333334
0.306,0.487,0.075,2.185,0.249,0.9166666666666666
0.295,0.346,0.07000000000000001,0.981,0.247,0.5833333333333334
0.019,0.008999999999999999,0.042,0.257,0.119,0.08333333333333333
0.145,0.235,0.057,2.632,0.3,0.5833333333333334
0.307,0.461,0.079,1.842,0.284,0.1666666666666667
0.238,0.181,0.073,0.712,0.189,0.8333333333333334
0.062,0.154,0.046,0.491,0.132,0.8333333333333334
0.399,0.506,0.096,3.393,0.477,0.25
0.321,0.439,0.068,2.018,0.41,0.08333333333333333
0.068,0.463,0.049,3.129,0.5590000000000001,0.25
0.098,0.259,0.048,2.488,0.459,0.9166666666666666
0.185,0.208,0.057,0.926,0.194,1
0.277,0.307,0.066,0.719,0.137,0.75
0.365,0.622,0.089,4.132,0.443,0.4166666666666667
-0.168,-1.86,-0.012,0.045,0.051,0.1666666666666667
-0.03,-0.064,0.025,0.667,0.202,0.5
0.234,0.467,0.068,2.525,0.338,0.4166666666666667
0.157,0.325,0.058,1.432,0.241,0.6666666666666666
0.331,0.259,0.066,0.585,0.112,0.25
0.14,0.288,0.056,1.644,0.27,0.5833333333333334
0.038,0.403,0.045,3.92,0.622,1
0.168,0.283,0.059,1.705,0.315,0.08333333333333333
-0.14,-0.242,0.003,0.367,0.129,0.5
0.171,0.12,0.056,0.382,0.093,0.75
0.038,-0.033,0.033,0.334,0.103,0.25
0.098,0.168,0.047,0.707,0.195,0.6666666666666666
0.253,0.303,0.068,0.695,0.236,0.5833333333333334
-0.011,0.324,0.024,1.88,0.273,0.9166666666666666
0.096,0.207,0.047,1.289,0.269,0.4166666666666667
0.095,0.223,0.054,0.952,0.248,0.4166666666666667
0.112,0.14,0.047,0.671,0.103,0.9166666666666666
0.144,0.297,0.055,1.483,0.357,0.5
0.13,0.301,0.05,0.9419999999999999,0.317,0.4166666666666667
0.377,0.533,0.073,2.858,0.37,0.08333333333333333
-0.078,-0.042,0.011,0.262,0.167,0.5833333333333334
0.275,0.373,0.068,1.547,0.233,0.3333333333333333
0.373,0.444,0.083,2.277,0.253,0.25
0.037,0.08599999999999999,0.047,0.5600000000000001,0.238,0.6666666666666666
0.012,0.115,0.028,1.602,0.345,0.25
0.036,0.399,0.041,3.968,0.749,0.25
0.038,0.068,0.033,0.523,0.148,0.08333333333333333
0.506,0.599,0.108,1.882,0.27,0.08333333333333333
0.053,0.059,0.038,0.501,0.146,0.5
0.127,0.242,0.056,2.141,0.356,0.9166666666666666
0.105,0.32,0.052,4.058,0.381,0.9166666666666666
0.055,0.249,0.042,2.987,0.457,0.75
0.216,0.467,0.068,3.572,0.548,0.1666666666666667
0.106,0.224,0.062,0.392,0.08599999999999999,0.6666666666666666
0.548,0.826,0.107,4.903,0.268,1
0.008999999999999999,-0.205,0.035,0.4,0.167,1
0.267,0.346,0.06900000000000001,1.25,0.258,0.4166666666666667
0.136,0.038,0.051,0.258,0.08500000000000001,0.9166666666666666
0.128,0.334,0.047,2.72,0.492,0.75
0.234,0.353,0.07099999999999999,1.458,0.224,0.8333333333333334
0.102,0.151,0.05,0.707,0.153,1
0.227,0.176,0.063,0.352,0.097,0.08333333333333333
0.219,0.319,0.065,1.135,0.214,0.5833333333333334
0.041,0.225,0.042,1.332,0.427,0.08333333333333333
0.211,0.178,0.057,0.636,0.114,0.8333333333333334
0.008,0.036,0.027,0.63,0.201,1
0.253,0.043,0.068,0.169,0.065,0.5
0.142,0.271,0.058,1.609,0.266,0.5
0.286,0.195,0.068,0.89,0.19,0.25
0.26,0.385,0.07099999999999999,1.725,0.309,0.8333333333333334
0.036,0.075,0.04,0.54,0.181,0.08333333333333333
-0.12,-0.495,0.011,0.5639999999999999,0.148,0.25
0.063,0.102,0.043,0.93,0.222,0.1666666666666667
-0.036,0.485,0.02,14.418,1.121,0.25
0.191,0.303,0.059,1.595,0.332,0.75
-0.059,0.004,0.018,0.785,0.231,0.5833333333333334
0.282,0.354,0.067,2.405,0.398,0.1666666666666667
0.08400000000000001,0.129,0.04,0.904,0.304,0.75
0.236,0.283,0.059,1.889,0.419,0.4166666666666667
-0.032,-0.045,0.027,0.549,0.182,0.75
-0.056,-0.265,0.023,0.146,0.075,1
0.223,0.283,0.066,1.487,0.246,0.3333333333333333
0.5570000000000001,1.049,0.116,54.207,1.603,0.75
0.313,0.511,0.078,3.461,0.452,0.75
0.359,0.422,0.08500000000000001,3.423,0.378,0.75
0.008,-0.04,0.03,0.382,0.13,0.9166666666666666
0.346,0.389,0.078,1.773,0.398,0.25
0.095,0.118,0.054,0.508,0.169,0.3333333333333333
0.08500000000000001,0.257,0.046,0.929,0.178,0.25
0.224,0.449,0.068,3.204,0.332,0.8333333333333334
0.082,0.348,0.046,3.817,0.633,1
0.268,0.318,0.062,2.913,0.32,0.9166666666666666
